  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 4412                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.000   0.5736   0.00595   0.00171  -0.1009   0.5632   0.8878
   1.100   0.5820   0.00590   0.00174  -0.1000   0.5588   0.9365
   1.200   0.5980   0.00593   0.00176  -0.1010   0.5543   0.9714
   1.300   0.6160   0.00595   0.00177  -0.1025   0.5499   0.9892
   1.400   0.6336   0.00599   0.00178  -0.1040   0.5452   0.9996
   1.500   0.6444   0.00604   0.00180  -0.1039   0.5411   1.0000
   1.600   0.6549   0.00609   0.00182  -0.1037   0.5374   1.0000
   1.700   0.6657   0.00612   0.00184  -0.1036   0.5337   1.0000
   1.800   0.6764   0.00616   0.00186  -0.1035   0.5298   1.0000
   1.900   0.6869   0.00622   0.00189  -0.1034   0.5260   1.0000
   2.000   0.6974   0.00627   0.00191  -0.1033   0.5224   1.0000
   2.100   0.7084   0.00630   0.00193  -0.1032   0.5192   1.0000
   2.200   0.7192   0.00634   0.00195  -0.1031   0.5157   1.0000
   2.300   0.7300   0.00639   0.00198  -0.1030   0.5122   1.0000
   2.400   0.7405   0.00645   0.00201  -0.1029   0.5088   1.0000
   2.500   0.7512   0.00650   0.00204  -0.1028   0.5056   1.0000
   2.600   0.7623   0.00653   0.00206  -0.1028   0.5027   1.0000
   2.700   0.7732   0.00657   0.00209  -0.1027   0.4995   1.0000
   2.800   0.7840   0.00661   0.00212  -0.1026   0.4963   1.0000
   2.900   0.7946   0.00667   0.00216  -0.1025   0.4931   1.0000
   3.000   0.8052   0.00674   0.00219  -0.1024   0.4899   1.0000
   3.100   0.8163   0.00676   0.00222  -0.1024   0.4873   1.0000
   3.200   0.8272   0.00680   0.00225  -0.1024   0.4844   1.0000
   3.300   0.8381   0.00685   0.00229  -0.1023   0.4814   1.0000
   3.400   0.8488   0.00690   0.00232  -0.1022   0.4783   1.0000
   3.500   0.8594   0.00697   0.00237  -0.1021   0.4752   1.0000
   3.600   0.8703   0.00701   0.00241  -0.1020   0.4726   1.0000
   3.700   0.8813   0.00705   0.00244  -0.1020   0.4698   1.0000
   3.800   0.8922   0.00709   0.00248  -0.1020   0.4668   1.0000
   3.900   0.9030   0.00714   0.00252  -0.1019   0.4638   1.0000
   4.000   0.9135   0.00721   0.00256  -0.1018   0.4606   1.0000
   4.100   0.9241   0.00728   0.00261  -0.1017   0.4575   1.0000
   4.200   0.9352   0.00731   0.00265  -0.1017   0.4548   1.0000
   4.300   0.9461   0.00735   0.00269  -0.1016   0.4516   1.0000
   4.400   0.9568   0.00740   0.00273  -0.1016   0.4482   1.0000
   4.500   0.9673   0.00747   0.00278  -0.1014   0.4446   1.0000
   4.600   0.9778   0.00755   0.00283  -0.1013   0.4410   1.0000
   4.700   0.9889   0.00758   0.00287  -0.1013   0.4376   1.0000
   4.800   0.9996   0.00763   0.00291  -0.1012   0.4336   1.0000
   4.900   1.0100   0.00770   0.00296  -0.1011   0.4293   1.0000
   5.000   1.0203   0.00779   0.00302  -0.1010   0.4250   1.0000
   5.100   1.0313   0.00782   0.00307  -0.1009   0.4211   1.0000
   5.200   1.0419   0.00788   0.00311  -0.1009   0.4165   1.0000
   5.300   1.0522   0.00797   0.00317  -0.1007   0.4119   1.0000
   5.400   1.0627   0.00803   0.00323  -0.1006   0.4077   1.0000
   5.500   1.0735   0.00808   0.00328  -0.1005   0.4030   1.0000
   5.600   1.0839   0.00816   0.00333  -0.1004   0.3979   1.0000
   5.700   1.0940   0.00825   0.00340  -0.1003   0.3930   1.0000
   5.800   1.1047   0.00830   0.00345  -0.1002   0.3880   1.0000
   5.900   1.1150   0.00839   0.00352  -0.1000   0.3822   1.0000
   6.000   1.1250   0.00848   0.00358  -0.0999   0.3767   1.0000
   6.100   1.1354   0.00855   0.00365  -0.0998   0.3707   1.0000
   6.200   1.1453   0.00867   0.00372  -0.0995   0.3641   1.0000
   6.300   1.1555   0.00875   0.00379  -0.0994   0.3582   1.0000
   6.400   1.1653   0.00886   0.00387  -0.0992   0.3508   1.0000
   6.500   1.1751   0.00897   0.00396  -0.0990   0.3438   1.0000
   6.600   1.1849   0.00909   0.00405  -0.0988   0.3360   1.0000
   6.700   1.1945   0.00922   0.00414  -0.0985   0.3284   1.0000
   6.800   1.2039   0.00935   0.00424  -0.0983   0.3195   1.0000
   6.900   1.2134   0.00949   0.00434  -0.0980   0.3112   1.0000
   7.000   1.2224   0.00966   0.00446  -0.0977   0.3019   1.0000
   7.100   1.2317   0.00980   0.00457  -0.0974   0.2922   1.0000
   7.200   1.2405   0.00998   0.00470  -0.0970   0.2823   1.0000
   7.300   1.2491   0.01018   0.00484  -0.0966   0.2715   1.0000
   7.400   1.2579   0.01035   0.00497  -0.0963   0.2608   1.0000
   7.500   1.2663   0.01056   0.00512  -0.0958   0.2495   1.0000
   7.600   1.2744   0.01079   0.00528  -0.0954   0.2378   1.0000
   7.700   1.2822   0.01103   0.00545  -0.0949   0.2255   1.0000
   7.800   1.2902   0.01126   0.00562  -0.0944   0.2131   1.0000
   7.900   1.2981   0.01149   0.00579  -0.0939   0.2013   1.0000
   8.000   1.3056   0.01175   0.00598  -0.0933   0.1893   1.0000
   8.100   1.3129   0.01201   0.00617  -0.0927   0.1771   1.0000
   8.200   1.3199   0.01229   0.00638  -0.0921   0.1651   1.0000
   8.300   1.3267   0.01259   0.00660  -0.0914   0.1532   1.0000
   8.400   1.3339   0.01284   0.00680  -0.0908   0.1423   1.0000
   8.500   1.3410   0.01310   0.00701  -0.0902   0.1325   1.0000
   8.600   1.3479   0.01338   0.00722  -0.0895   0.1233   1.0000
   8.700   1.3545   0.01365   0.00744  -0.0889   0.1142   1.0000
   8.800   1.3617   0.01389   0.00765  -0.0882   0.1065   1.0000
   8.900   1.3681   0.01418   0.00787  -0.0875   0.0987   1.0000
   9.000   1.3749   0.01442   0.00808  -0.0868   0.0920   1.0000
   9.100   1.3813   0.01468   0.00831  -0.0861   0.0858   1.0000
   9.200   1.3876   0.01492   0.00852  -0.0853   0.0802   1.0000
   9.300   1.3933   0.01516   0.00873  -0.0845   0.0753   1.0000
   9.400   1.3995   0.01538   0.00894  -0.0837   0.0711   1.0000
   9.500   1.4048   0.01565   0.00917  -0.0827   0.0668   1.0000
   9.600   1.4113   0.01586   0.00937  -0.0820   0.0636   1.0000
   9.700   1.4173   0.01609   0.00960  -0.0812   0.0603   1.0000
   9.800   1.4225   0.01637   0.00985  -0.0803   0.0568   1.0000
   9.900   1.4292   0.01658   0.01006  -0.0796   0.0544   1.0000
  10.000   1.4351   0.01682   0.01029  -0.0788   0.0519   1.0000
  10.100   1.4404   0.01711   0.01056  -0.0780   0.0493   1.0000
  10.200   1.4464   0.01735   0.01081  -0.0772   0.0472   1.0000
  10.300   1.4528   0.01758   0.01104  -0.0765   0.0455   1.0000
  10.400   1.4584   0.01784   0.01130  -0.0758   0.0437   1.0000
  10.500   1.4634   0.01815   0.01159  -0.0749   0.0418   1.0000
  10.600   1.4690   0.01842   0.01187  -0.0741   0.0402   1.0000
  10.700   1.4754   0.01865   0.01211  -0.0735   0.0391   1.0000
  10.800   1.4813   0.01891   0.01238  -0.0728   0.0379   1.0000
  10.900   1.4865   0.01921   0.01268  -0.0720   0.0367   1.0000
  11.000   1.4912   0.01955   0.01301  -0.0712   0.0354   1.0000
  11.100   1.4957   0.01990   0.01336  -0.0703   0.0341   1.0000
  11.200   1.5020   0.02014   0.01363  -0.0697   0.0335   1.0000
  11.300   1.5078   0.02042   0.01393  -0.0691   0.0327   1.0000
  11.400   1.5132   0.02072   0.01424  -0.0684   0.0318   1.0000
  11.500   1.5180   0.02107   0.01459  -0.0676   0.0310   1.0000
  11.600   1.5222   0.02145   0.01497  -0.0668   0.0301   1.0000
  11.700   1.5257   0.02190   0.01542  -0.0659   0.0291   1.0000
  11.800   1.5308   0.02224   0.01578  -0.0652   0.0285   1.0000
  11.900   1.5364   0.02254   0.01611  -0.0647   0.0280   1.0000
  12.000   1.5417   0.02288   0.01646  -0.0640   0.0275   1.0000
  12.100   1.5465   0.02324   0.01685  -0.0634   0.0269   1.0000
  12.200   1.5510   0.02364   0.01726  -0.0627   0.0263   1.0000
  12.300   1.5551   0.02407   0.01770  -0.0620   0.0258   1.0000
  12.400   1.5585   0.02455   0.01819  -0.0612   0.0252   1.0000
  12.500   1.5612   0.02510   0.01875  -0.0604   0.0246   1.0000
  12.600   1.5636   0.02568   0.01935  -0.0596   0.0241   1.0000
  12.700   1.5685   0.02607   0.01977  -0.0591   0.0238   1.0000
  12.800   1.5732   0.02648   0.02021  -0.0585   0.0235   1.0000
  12.900   1.5775   0.02693   0.02068  -0.0579   0.0231   1.0000
  13.000   1.5815   0.02740   0.02117  -0.0573   0.0228   1.0000
  13.100   1.5855   0.02789   0.02168  -0.0568   0.0224   1.0000
  13.200   1.5891   0.02842   0.02223  -0.0562   0.0221   1.0000
  13.300   1.5922   0.02899   0.02281  -0.0556   0.0217   1.0000
  13.400   1.5950   0.02959   0.02343  -0.0550   0.0213   1.0000
  13.500   1.5970   0.03027   0.02412  -0.0543   0.0210   1.0000
  13.600   1.5980   0.03104   0.02491  -0.0536   0.0205   1.0000
  13.700   1.5975   0.03195   0.02586  -0.0529   0.0201   1.0000
  13.800   1.6013   0.03250   0.02644  -0.0524   0.0199   1.0000
  13.900   1.6050   0.03308   0.02704  -0.0520   0.0197   1.0000
  14.000   1.6082   0.03370   0.02769  -0.0516   0.0195   1.0000
  14.100   1.6111   0.03435   0.02837  -0.0511   0.0193   1.0000
  14.200   1.6139   0.03503   0.02908  -0.0507   0.0190   1.0000
  14.300   1.6164   0.03573   0.02980  -0.0503   0.0188   1.0000
  14.400   1.6186   0.03647   0.03057  -0.0499   0.0186   1.0000
  14.500   1.6207   0.03722   0.03135  -0.0495   0.0184   1.0000
  14.600   1.6223   0.03803   0.03219  -0.0491   0.0182   1.0000
  14.700   1.6237   0.03888   0.03306  -0.0487   0.0180   1.0000
  14.800   1.6248   0.03976   0.03397  -0.0483   0.0177   1.0000
  14.900   1.6254   0.04072   0.03495  -0.0479   0.0175   1.0000
  15.000   1.6254   0.04175   0.03600  -0.0476   0.0173   1.0000
